image_name,A22,A21,A12,A11,ty,tx
TrainVal/36.059100129.375223.jpg,0.898667693,-0.134589821,0.127852738,0.889907479,0.003929142,-0.037916619
TrainVal/37.606000126.824000.jpg,0.749685764,-0.152782559,0.259587854,1.120508194,0.115165435,0.214427069
TrainVal/35.830643128.506689.jpg,0.978605509,0.00388333,0.014905737,0.86942786,0.023402859,0.231544271
TrainVal/36.157838129.265963.jpg,1.056566119,-0.006946844,-0.029704805,0.999786913,-0.052242391,0.089567773
TrainVal/35.549100129.263223.jpg,1.076076031,0.119961381,0.255996585,0.880654395,0.148091942,0.206643417
TrainVal/36.551100129.333223.jpg,1.064227223,-0.233862445,0.184853002,0.899163723,0.110613748,-0.181723431
TrainVal/35.597100129.361223.jpg,1.10726428,-0.182535931,0.254288703,0.984218061,0.201860279,0.107518539
TrainVal/36.077100129.347223.jpg,0.847170532,0.263676912,-0.132330552,1.060436487,0.122037128,-0.234729528
TrainVal/36.401100129.368223.jpg,1.054998517,0.003112951,0.003086434,1.202295899,0.179721147,0.058833193
TrainVal/37.528900126.610565.jpg,0.859042525,0.136302233,-0.136281386,0.830537736,-0.235662922,0.193255961
TrainVal/37.606000126.782000.jpg,1.121550798,0.036136467,0.048539516,1.224103928,-0.014455813,0.000235812
TrainVal/36.119100129.410223.jpg,0.763803959,-0.173749879,0.18208082,0.751927376,-0.201634988,0.010824922
TrainVal/35.393100129.340223.jpg,0.828951418,0.092082955,-0.228955969,1.080399394,0.009297471,0.079802625
TrainVal/35.423100129.256223.jpg,0.944631577,0.255123407,-0.266273737,1.11753881,0.162656903,-0.033804249
TrainVal/35.609100129.284223.jpg,0.916334271,-0.221239552,0.164366826,0.823612094,0.151682198,0.165689871
TrainVal/37.492000126.859000.jpg,0.932411253,-0.225425363,0.22437185,0.987439334,0.063986681,0.078429945
TrainVal/35.597100129.333223.jpg,1.235965133,-0.116977058,0.100401856,0.751960516,-0.196891829,-0.166415796
TrainVal/37.468900126.722565.jpg,0.923455834,-0.043787144,0.084024072,0.986863792,0.210166022,0.225815237
TrainVal/35.579100129.326223.jpg,0.926362753,-0.188513815,0.239904687,0.869212568,0.221368492,0.02393545
TrainVal/37.564000126.943000.jpg,1.049009204,0.043818053,0.129984573,0.950411797,0.019563232,0.083169423
TrainVal/35.840060128.557374.jpg,0.809938967,0.082541488,-0.088620871,0.834249377,-0.16443947,0.249540195
TrainVal/35.507100129.340223.jpg,1.054340124,-0.295044661,0.256300479,1.153376818,-0.065541729,-0.154783368
TrainVal/35.591100129.417223.jpg,1.092853904,0.129151881,0.170399308,0.912685871,-0.061863896,0.072382271
TrainVal/36.205838129.335963.jpg,0.798543632,-0.146164894,0.144075006,0.979236782,-0.136906162,0.044753741
TrainVal/36.017100129.396223.jpg,0.893341064,-0.051225539,0.055708766,0.874551237,-0.117359549,0.05854544
TrainVal/35.840060128.620374.jpg,0.939479113,0.100165352,-0.244154558,1.068273187,-0.196115494,0.042034667
TrainVal/37.486000126.754000.jpg,0.880334795,0.138687938,-0.291880786,1.112935901,-0.238743708,0.047178127
TrainVal/36.157838129.265963.jpg,0.838477194,-0.034165155,0.031177068,0.830369592,-0.20288533,-0.038557157
TrainVal/36.121838129.314963.jpg,1.098475695,0.05655621,-0.056777254,1.096518874,-0.233198076,0.069265381
TrainVal/37.552900126.631565.jpg,1.050312042,-0.238910034,0.229550496,0.989234328,0.159990609,-0.0461904
TrainVal/35.681100129.326223.jpg,0.924476385,0.070684388,-0.149296045,0.991174221,0.055479329,-0.197185397
TrainVal/36.575100129.298223.jpg,0.872264624,0.10884925,-0.135331139,0.788528264,-0.109497346,-0.173171639
TrainVal/36.557100129.410223.jpg,1.186746478,-0.024770072,0.043181606,0.978585541,0.221811309,0.009026054
TrainVal/35.864060128.697374.jpg,1.045473576,0.154889971,0.013802148,0.907852411,0.085904084,-0.105467714
TrainVal/36.137100129.396223.jpg,0.861063302,0.095205739,-0.082210489,0.8692801,0.172196075,0.083916366
TrainVal/35.158340129.165100.jpg,0.786333799,-0.178546861,-0.028780874,1.048588037,-0.056614403,0.051085245
TrainVal/35.140340128.955100.jpg,0.945851386,0.219054997,-0.200902537,0.951630056,0.135079861,-0.019541817
TrainVal/36.107100129.305223.jpg,0.788959444,-0.150642544,0.012122438,0.957030237,0.110879019,-0.162062794
TrainVal/37.414900126.722565.jpg,1.037364244,-0.057267856,-0.029860716,0.936702371,0.119213417,-0.154127374
TrainVal/37.570000126.915000.jpg,1.065636516,-0.030370072,0.240424022,0.933386326,-0.106250912,-0.155669019
TrainVal/35.202400126.813922.jpg,1.0015136,-0.237157479,0.212192327,1.065178752,0.072221391,-0.037135579
TrainVal/36.138737129.266651.jpg,1.215767026,0.111113332,-0.065747201,1.067875028,0.104640849,-0.145532534
TrainVal/36.017100129.228223.jpg,0.973638237,-0.115587667,0.163707778,1.035765171,0.080972373,-0.020637253
TrainVal/35.074340128.962100.jpg,0.95414573,0.170828551,-0.116782703,1.064552784,0.166458413,0.170964584
TrainVal/35.824643128.506689.jpg,1.01268363,-0.13479805,0.127386525,1.03207016,-0.117610484,0.184970513
TrainVal/35.447100129.354223.jpg,1.084986687,-0.061509728,0.156553134,1.197310209,0.069658481,-0.010268387
TrainVal/37.456000126.789000.jpg,1.108443022,0.037419163,-0.01250435,1.023438811,0.246852309,0.011247653
TrainVal/35.765100129.277223.jpg,0.775756299,-0.10920202,0.123667359,0.793706119,-0.025813544,-0.047710001
TrainVal/36.103838129.258963.jpg,1.126527309,-0.056226406,0.098210804,1.067983627,0.236370429,0.21642679
TrainVal/35.459100129.368223.jpg,0.810507774,-0.067700043,0.236559838,1.05995059,0.015172109,0.012702201
TrainVal/36.181838129.321963.jpg,1.065914273,0.175795823,-0.206237584,0.930301666,0.010026233,0.120628975
TrainVal/35.621100129.354223.jpg,0.894692779,-0.027405947,0.125855863,1.02331233,0.127466634,-0.227772951
TrainVal/36.327700127.374681.jpg,0.920460463,-0.137002647,0.134695366,1.084728241,-0.052646261,0.118170038
TrainVal/36.387700127.353681.jpg,0.7615484,0.048611522,-0.117366329,0.961417019,-0.03784525,-0.084571064
TrainVal/36.539100129.410223.jpg,0.969946861,-0.079369515,0.175721109,1.140514016,-0.054408502,0.193885475
TrainVal/35.987100129.340223.jpg,1.117073655,0.164899558,-0.155560687,1.142106891,-0.141990542,-0.061302226
TrainVal/35.164340129.179100.jpg,1.048713446,0.212401435,-0.090453096,0.927631438,0.166750297,-0.030677509
TrainVal/35.555100129.312223.jpg,1.222360611,0.146428838,-0.193946272,1.179568529,0.192140505,0.007211728
TrainVal/37.552000126.831000.jpg,0.937944949,0.005534797,-0.077555493,0.863548756,0.162791908,0.124352857
TrainVal/35.429100129.270223.jpg,0.799892902,0.193336576,-0.080714479,0.991270661,-0.181853727,-0.194147125
TrainVal/37.480000126.880000.jpg,0.993066072,0.078147136,-0.093939744,0.841237485,-0.222512931,-0.17619589
TrainVal/36.113100129.326223.jpg,1.078981876,0.214498132,-0.207886472,1.195264935,0.157698601,0.041395482
TrainVal/37.654000126.894000.jpg,1.094161749,0.349451959,-0.031637426,0.800880373,0.244975105,0.056283236
TrainVal/35.160400126.876922.jpg,0.86405164,0.022820827,-0.006376185,1.150332093,0.200426251,-0.000952854
TrainVal/35.975100129.368223.jpg,1.050748587,0.018143578,-0.06636519,1.109912992,0.083208106,-0.126632735
TrainVal/35.182340129.130100.jpg,1.086916208,-0.229523897,0.245468661,1.056430578,0.241151616,0.195376053
TrainVal/37.606000126.929000.jpg,1.028919816,0.155655891,-0.160829335,1.202954292,-0.189570218,-0.241508529
TrainVal/34.819100126.397330.jpg,0.840405762,0.226439238,-0.156232938,1.150277376,0.064941689,0.026145671
TrainVal/37.408900126.631565.jpg,0.758315504,-0.243425369,0.170449913,0.896691382,-0.153744802,-0.005215005
TrainVal/37.474000126.887000.jpg,0.82742703,-0.167838752,0.159172684,0.807993054,0.067598961,-0.228673801
TrainVal/37.510900126.666565.jpg,0.993655562,-0.129000679,0.110002108,1.089820385,-0.027408417,0.017900528
TrainVal/35.166400126.813922.jpg,1.164046526,-0.230272472,0.232112095,1.153744817,-0.145769328,-0.114852831
TrainVal/35.885100129.263223.jpg,0.854234874,0.017254088,-0.044367168,0.956219018,-0.208964393,0.223966554
TrainVal/35.615100129.319223.jpg,1.024013996,-0.252828181,0.135356978,0.829482138,-0.223961055,0.036854882
TrainVal/37.456900126.715565.jpg,0.762956977,0.170513853,-0.254965782,1.089429379,0.217202559,0.180220276
TrainVal/35.957100129.298223.jpg,0.980574727,0.23716116,-0.302183032,1.100127459,-0.05070525,-0.161198765
TrainVal/37.546900126.673565.jpg,0.928557575,-0.08858788,0.315318316,1.152838349,-0.083531857,-0.102233082
TrainVal/35.489100129.291223.jpg,1.160095334,0.049054962,0.082396507,0.773334563,0.17704998,0.029516272
TrainVal/35.627100129.228223.jpg,0.835975468,-0.065301888,0.063250914,0.77457571,-0.084585503,0.08140403
TrainVal/35.411100129.312223.jpg,1.047767162,0.329339743,-0.139658242,1.167327166,0.249745816,0.10345871
TrainVal/35.214400126.862922.jpg,1.125290275,-0.122270986,0.112117529,0.976076722,-0.199889228,0.159102023
TrainVal/37.510900126.701565.jpg,0.997352898,-0.164619043,0.135518789,0.766589999,-0.162165478,-0.082075514
TrainVal/36.150737129.259651.jpg,0.996049345,-0.200822011,0.113709286,1.051867366,-0.197994217,0.206066236
TrainVal/36.121838129.321963.jpg,0.840630293,0.086259946,-0.153887913,1.016938567,-0.100031503,0.048605677
TrainVal/35.411100129.291223.jpg,0.784677625,-0.106674232,0.270932764,1.162238955,-0.223122805,-0.128756717
TrainVal/37.498900126.694565.jpg,0.926725686,0.11508128,0.177531973,1.119246244,-0.096316554,-0.203314736
TrainVal/36.217838129.251963.jpg,0.967399418,0.09535794,0.145137236,1.195769191,-0.218977392,-0.101326592
TrainVal/35.840060128.599374.jpg,1.103270292,-0.160324946,0.064629644,1.018263698,-0.205054179,0.065535001
TrainVal/36.089100129.319223.jpg,1.018434763,-0.30819732,0.174983278,1.147785425,0.162904426,-0.195422888
TrainVal/35.888060128.564374.jpg,0.7627455,-0.016993523,0.142044902,1.108834505,0.08395806,-0.22577633
TrainVal/35.158340129.165100.jpg,1.101999283,0.060061745,-0.060067281,1.113227248,-0.10601151,0.140688524
TrainVal/35.573100129.305223.jpg,0.77641952,0.085508078,-0.088502109,0.943857849,-0.081208065,0.140087768
TrainVal/35.196400126.848922.jpg,0.812084258,0.04812324,-0.043117236,0.801689327,-0.007385296,0.024770053
TrainVal/35.489100129.361223.jpg,0.77091223,0.122263238,-0.262041569,1.082500815,-0.205736265,-0.213557348
TrainVal/35.573100129.312223.jpg,0.84348315,0.052254181,-0.244579747,1.04118371,-0.194823265,0.111362271
TrainVal/35.915100129.270223.jpg,1.047251225,-0.15948391,0.236675918,0.904257238,0.041592866,0.124565728
TrainVal/35.134340129.074100.jpg,1.212878108,0.110369608,-0.184551179,1.12134254,-0.20688273,0.183465153
TrainVal/37.540000126.894000.jpg,1.046805024,-0.070408858,0.079230905,1.089445472,-0.066173539,0.144681975
TrainVal/37.582000126.908000.jpg,0.875450671,-0.059992556,0.244923681,1.089840293,0.025889266,-0.055864185
TrainVal/36.047100129.291223.jpg,0.8246755,-0.163944289,0.093223616,0.975208163,-0.199696839,0.140965983
TrainVal/36.041100129.319223.jpg,0.801056385,-0.050450947,0.144464836,0.999610364,-0.19757688,-0.047342289
TrainVal/35.824643128.527689.jpg,1.008187771,-0.140451789,0.252206057,0.899370372,-0.033757504,0.232211336
TrainVal/37.540000126.754000.jpg,1.067166686,0.127698109,-0.080378793,0.966285288,0.216879919,-0.19512248
TrainVal/35.854643128.506689.jpg,0.983575046,-0.149698094,0.199384198,1.130515218,-0.051996626,0.134479135
TrainVal/35.188340128.997100.jpg,0.978274703,-0.075868577,0.167449638,1.058673978,0.054928586,-0.024130382
TrainVal/37.420900126.652565.jpg,1.06884563,-0.252528042,0.258419365,1.106532454,-0.184924275,-0.187333912
TrainVal/35.873100129.263223.jpg,1.036290765,-0.258380592,0.173606575,0.956772149,0.015604647,0.111461259
TrainVal/35.573100129.452223.jpg,0.799890459,-0.164904162,0.166708633,0.796431065,-0.178986371,-0.20070295
TrainVal/35.888060128.669374.jpg,0.894570887,-0.156895831,0.157130241,0.895041049,-0.124479078,-0.141218349
TrainVal/35.176340129.053100.jpg,0.824733317,0.170767665,-0.211263627,1.005914927,-0.211326599,-0.143984586
TrainVal/35.208400126.792922.jpg,0.885510206,0.194943324,-0.221162632,1.004843712,0.06124863,-0.166898221
TrainVal/37.582000126.768000.jpg,0.904327452,0.202708617,-0.259070635,0.863657236,0.092048034,-0.213002622
TrainVal/37.600000126.824000.jpg,1.030991554,-0.003666412,0.099091612,0.977809966,-0.059327397,-0.172815099
TrainVal/36.145838129.272963.jpg,0.94093436,-0.271872401,0.100709923,1.136868954,-0.102925681,0.092767857
TrainVal/35.146340129.011100.jpg,0.932115912,-0.025456296,-0.05699103,1.034031987,-0.02370373,-0.100387491
TrainVal/35.561100129.375223.jpg,1.118918538,-0.055089533,0.031984843,1.029750109,-0.035322107,-0.037832607
TrainVal/35.840060128.662374.jpg,0.889347553,-0.180916473,0.171115637,0.87982136,0.228467956,0.076845065
TrainVal/37.474900126.680565.jpg,1.099514127,0.185712487,-0.267130524,0.850791156,0.120324031,0.129663691
TrainVal/35.080340129.011100.jpg,0.99616766,0.176341742,-0.087370381,1.05939579,-0.200740635,-0.143918395
TrainVal/35.124400126.799922.jpg,1.026570678,0.067058273,-0.25579989,0.860792458,0.008279104,0.197194681
TrainVal/35.465100129.368223.jpg,1.047779918,0.19525522,-0.042799987,1.186745763,-0.231718495,0.089866951
TrainVal/36.315700127.451681.jpg,0.994159698,0.182438225,-0.111353673,0.804622054,0.023224721,-0.087083183
TrainVal/36.485100129.340223.jpg,0.876344264,-0.047785468,0.043136414,0.839310467,0.211837813,-0.239732116
TrainVal/36.315700127.402681.jpg,1.146281958,0.221286625,0.057105269,0.88941294,0.038697097,0.147328943
TrainVal/35.987100129.354223.jpg,0.878402114,0.02873465,0.091214657,1.11092484,0.133664757,-0.21790646
TrainVal/36.119100129.403223.jpg,0.959043264,0.071191177,-0.110586606,1.063358426,0.158070058,-0.054618958
TrainVal/35.717100129.235223.jpg,1.166548491,-0.099934168,0.121571377,1.143524885,0.067830697,0.002818309
TrainVal/36.527100129.354223.jpg,1.143676162,0.159808904,-0.299428105,0.765244901,-0.072463177,0.065594368
TrainVal/35.495100129.431223.jpg,1.020586371,0.282682061,-0.265044421,1.036462069,-0.178906426,-0.056377284
TrainVal/36.383100129.354223.jpg,1.082357883,-0.229257151,0.251823306,0.812462211,0.170780048,-0.064818658
TrainVal/35.489100129.347223.jpg,1.220862269,0.131535783,-0.121345624,0.830730855,0.212290451,-0.117338985
TrainVal/35.854643128.471689.jpg,1.059331656,-0.150877684,0.117752545,0.785016358,-0.227474451,-0.159691557
TrainVal/36.223838129.363963.jpg,0.941522539,0.147126868,-0.088641569,1.06692934,-0.239175096,0.06367325
TrainVal/37.420900126.652565.jpg,1.128897667,0.249904305,-0.236358896,1.098113298,0.058639616,-0.058346841
TrainVal/35.164340129.046100.jpg,0.873628139,0.034658279,-0.034967758,0.886844933,-0.13614358,-0.024180615
TrainVal/37.564000126.950000.jpg,0.962717772,0.237195179,-0.045802306,0.797506154,0.151045725,-0.206461385
TrainVal/37.408900126.687565.jpg,0.86580652,0.462066829,-0.03920934,1.048435926,0.141868234,0.09191931
TrainVal/36.035100129.354223.jpg,1.082967877,-0.028237022,-0.06867516,1.179141998,-0.1410992,-0.1810655
TrainVal/35.963100129.312223.jpg,1.007348657,-0.244973227,0.063440867,0.828619719,-0.072772138,0.219830498
TrainVal/35.981100129.375223.jpg,1.121493578,-0.112745397,-0.004637538,1.18708849,0.133415699,0.24415113
TrainVal/35.741100129.340223.jpg,0.893375814,-0.070272632,0.080871239,0.869994819,0.013923415,0.090089187
TrainVal/36.083100129.382223.jpg,1.042022586,-0.060920283,0.039354537,1.12268281,0.041785311,0.025896257
TrainVal/36.085838129.216963.jpg,1.22294414,-0.046015475,-0.060607951,1.134873748,0.23562941,-0.072732851
TrainVal/37.474000126.908000.jpg,0.957412958,-0.085681587,0.069647983,0.970400512,-0.187172711,-0.141133964
TrainVal/37.456000126.824000.jpg,1.094861269,-0.123873763,0.099702351,1.132274628,0.171606675,-0.245098874
TrainVal/36.309700127.367681.jpg,0.913287282,0.216052786,-0.159102336,0.755486369,0.114756525,0.102169812
TrainVal/35.864060128.599374.jpg,0.980738997,-0.133009866,0.165552258,1.072933674,-0.13177754,0.061858207
TrainVal/37.468900126.659565.jpg,1.1859411,-0.166026056,0.22948736,1.131246805,-0.158886254,-0.196055546
TrainVal/36.107100129.424223.jpg,1.172394872,-0.180106431,0.245930567,0.827293277,-0.227917209,-0.200455174
TrainVal/35.840060128.585374.jpg,0.84384042,0.009067824,-0.04328759,0.900835454,-0.144927189,-0.080522157
TrainVal/37.576000126.964000.jpg,0.845166087,-0.093728013,-0.103643239,1.020036459,-0.222691685,-0.054572623
TrainVal/37.516900126.631565.jpg,1.156280041,0.007464012,0.005848778,1.24830091,0.197223872,-0.007174165
TrainVal/36.121838129.335963.jpg,1.18700254,-0.228386715,0.228586823,1.191929698,0.059168693,0.106787004
TrainVal/36.217838129.321963.jpg,1.043029428,0.04805604,0.206052959,0.87816447,0.166575998,0.073238716
TrainVal/36.161100129.270223.jpg,0.930473983,-0.125206575,-0.014541321,1.145418763,0.239564568,0.026130809
TrainVal/35.525100129.249223.jpg,0.934626222,0.049747191,-0.001626094,1.054764628,-0.043049626,0.128254771
TrainVal/35.729100129.319223.jpg,0.927353621,-0.068860345,-0.06024199,1.222873569,0.119536117,0.168901592
TrainVal/36.017100129.326223.jpg,1.003004313,0.164978191,-0.308461607,0.950197101,-0.134808466,-0.109249219
TrainVal/35.555100129.375223.jpg,1.073534846,0.119860575,-0.114630625,1.039014101,-0.075607598,-0.226222664
TrainVal/37.492900126.673565.jpg,1.173105836,-0.046558626,0.011667967,1.111765981,0.115525417,-0.10924615
TrainVal/35.507100129.263223.jpg,0.985313118,-0.087965801,0.263345361,0.844676137,0.153379768,-0.066921599
TrainVal/35.549100129.340223.jpg,0.926605821,0.005206976,0.001019905,1.188485265,0.231765136,-0.025278222
TrainVal/35.471100129.298223.jpg,0.97643894,-0.116223603,0.341454715,0.896618783,0.087556206,0.043219808
TrainVal/35.555100129.256223.jpg,0.767437935,-0.132776409,0.006467514,1.142697692,0.23740083,-0.208063245
TrainVal/35.963100129.305223.jpg,0.82226032,0.111916937,-0.027629003,0.934963346,-0.121076912,-0.115780592
TrainVal/35.765100129.270223.jpg,0.818668365,-0.042551391,0.110158674,0.909430385,-0.202860802,0.192076534
TrainVal/37.558900126.603565.jpg,0.892874897,0.158022389,-0.220396578,0.759227633,0.147341073,0.11798308
TrainVal/35.951100129.431223.jpg,0.791051447,-0.051944822,-0.098359555,1.182615161,-0.226904228,-0.098169312
TrainVal/35.489100129.424223.jpg,1.167039633,-0.159886569,0.205256313,1.103564024,-0.214657828,0.041216481
TrainVal/37.540900126.673565.jpg,0.993191004,0.23574236,-0.184644401,0.874897182,0.107839033,0.242388114
TrainVal/37.630000126.915000.jpg,1.013400674,0.170910761,-0.184963122,0.9706043,0.12450923,-0.115454227
TrainVal/35.969100129.277223.jpg,0.821316361,-0.010952828,-0.014460701,0.901915193,-0.068770356,-0.012213533
TrainVal/35.188340128.976100.jpg,0.818480611,0.086336486,-0.199355185,1.060937285,0.029920353,-0.23922205
TrainVal/35.609100129.319223.jpg,0.970922768,-0.259380758,-0.037251934,1.151245713,0.19805567,0.150410146
TrainVal/35.894060128.641374.jpg,1.049798727,-0.010138853,-0.124803253,1.193717718,0.038379148,0.11419341
TrainVal/36.169838129.377963.jpg,0.978948891,-0.260256648,0.251759052,1.040918469,0.218567327,-0.063843668
TrainVal/35.621100129.319223.jpg,1.023486614,0.199451908,-0.140981495,0.929929972,0.216750801,0.186276287
TrainVal/36.185100129.319223.jpg,0.816826999,0.176017463,0.011903862,1.038881302,0.08346577,-0.046636544
TrainVal/36.425100129.319223.jpg,1.095119476,0.266739368,-0.210727245,0.971079171,0.235892996,-0.041476272
TrainVal/35.543100129.354223.jpg,0.944103837,0.250848711,-0.234855026,0.9153198,0.142211542,-0.126656398
TrainVal/35.190400126.904922.jpg,1.026455522,0.213205114,-0.200667679,1.01050055,0.199856743,-0.175561637
TrainVal/35.717100129.277223.jpg,1.136701584,-0.011192973,0.049348362,1.193630457,-0.107524894,0.191243157
TrainVal/35.783100129.277223.jpg,0.94776082,0.097765565,-0.062108181,0.810050607,0.108334869,-0.112356521
TrainVal/35.939100129.249223.jpg,0.983293772,-0.207647264,0.030963382,1.111462831,0.097402595,-0.001048528
TrainVal/36.083100129.361223.jpg,0.898206115,0.166472748,-0.173250392,1.022368789,0.106897794,-0.021787699
TrainVal/35.166400126.862922.jpg,1.063180566,0.226968959,-0.142218143,0.746234238,-0.031089911,-0.030745588
TrainVal/35.621100129.340223.jpg,0.862051725,-0.192711815,0.162928849,0.88771373,-0.062153932,-0.078643389
TrainVal/37.462000126.824000.jpg,0.948780477,0.023178264,-0.023056926,0.947632551,0.078765273,0.00768361
TrainVal/35.110340129.018100.jpg,1.133752465,0.272041559,-0.222909003,0.923521638,-0.219766617,-0.182830825
TrainVal/37.564000126.922000.jpg,0.880121589,-0.193148404,0.198403999,0.890064597,0.019952547,-0.244159505
TrainVal/36.485100129.284223.jpg,1.146777391,-0.264827639,0.207301706,1.048252225,0.035419215,0.237110808
TrainVal/36.041100129.270223.jpg,0.883491755,0.254143894,-0.240519121,0.974869788,-0.004096873,-0.034999102
TrainVal/36.149100129.347223.jpg,0.900508583,-0.114975773,0.274876744,0.80593437,-0.052732658,0.16331476
TrainVal/35.567100129.326223.jpg,1.211420417,0.077922106,-0.065105774,1.193002582,-0.120708875,-0.154607683
TrainVal/35.999100129.242223.jpg,1.034151435,0.212501496,-0.213198081,0.979671121,0.015944585,0.159711123
TrainVal/37.612000126.775000.jpg,1.219450712,-0.16267246,0.178653345,0.950854778,0.097694978,0.060027529
TrainVal/36.119100129.389223.jpg,1.020659566,0.112950236,-0.121333033,1.002664208,0.031028023,-0.171752393
TrainVal/36.095100129.417223.jpg,1.110613346,0.122912213,-0.109631784,1.161345601,-0.022893814,-0.069984481
TrainVal/35.561100129.242223.jpg,0.978184104,-0.107075408,0.016717965,1.100407243,0.222606748,0.096876286
TrainVal/36.041100129.298223.jpg,0.932529807,0.149215803,-0.110211089,0.797762513,-0.020309975,0.045452364
TrainVal/36.221100129.340223.jpg,0.742497206,-0.157663316,0.291366398,1.129313946,-0.210965469,0.181855425
TrainVal/36.369700127.402681.jpg,1.031756639,0.075969979,-0.091521233,0.855630934,0.085583113,-0.188905418
TrainVal/35.878643128.527689.jpg,0.814469039,0.021817833,-0.061803423,0.787772179,-0.032412227,-0.240189463
TrainVal/35.852060128.662374.jpg,1.165171981,0.195864201,-0.183515608,0.993746698,0.204026103,-0.201151043
TrainVal/37.642000126.922000.jpg,1.007254601,-0.16382879,0.213466197,0.805153787,0.133340999,-0.247710183
TrainVal/35.118400126.862922.jpg,1.011485934,0.127194688,-0.28062287,1.197230577,-0.199624747,-0.114289187
